seed,final_coverage,monte_carlo_coverage,num_viewpoints,computation_time,convergence_point,coverage_auc,efficiency,time_efficiency
152,0.9917,0.9695,10,0.4730191230773926,13,6.10525,0.09917000000000001,2.09653257472583
153,0.995,0.9777,11,0.5266454219818115,14,6.9317,0.09045454545454545,1.8893167176042855
154,0.9925,0.9718,10,0.4758296012878418,13,6.106450000000001,0.09925,2.0858307203120194
155,0.9938,0.9698,10,0.47898244857788086,13,6.1880999999999995,0.09938,2.0748150646242554
156,0.9908,0.9724,11,0.5189566612243652,13,7.0377,0.09007272727272728,1.9092153045351092
157,0.997,0.9871,13,0.6203145980834961,14,8.998,0.0766923076923077,1.6072489718608896
158,0.9931,0.9722,11,0.5170321464538574,13,7.06585,0.09028181818181819,1.920770317302948
159,0.9954,0.9817,12,0.5784275531768799,14,8.054400000000001,0.08295,1.7208723798390915
16,0.9935,0.9738,11,0.5799527168273926,13,7.121150000000001,0.09031818181818183,1.7130706886501037
160,0.9944,0.9805,12,0.5658648014068604,14,7.9633,0.08286666666666666,1.7573102223847639
161,0.9901,0.9624,10,0.47504281997680664,12,6.1206499999999995,0.09901,2.0842331645983836
162,0.9984,0.9891,12,0.575772762298584,14,7.990000000000001,0.0832,1.7340174203694791
163,0.9921,0.972,10,0.4760932922363281,13,6.07475,0.09920999999999999,2.083835282240295
164,0.9978,0.9884,12,0.5768876075744629,14,7.946700000000001,0.08315,1.7296263377805476
165,0.9901,0.9655,11,0.548356294631958,13,7.06005,0.09000909090909091,1.8055778873925912
166,0.9911,0.9699,11,0.5209341049194336,13,7.05525,0.0901,1.9025438930578007
167,0.9958,0.9829,11,0.5303804874420166,14,7.057,0.09052727272727273,1.8775200513176213
168,0.9912,0.967,11,0.5257911682128906,13,7.08,0.0901090909090909,1.8851590896229495
169,0.9908,0.976,12,0.5788464546203613,14,7.992100000000001,0.08256666666666666,1.7116801737169143
17,0.9934,0.9778,11,0.5360743999481201,14,6.9670000000000005,0.09030909090909091,1.853100987654211
170,0.9927,0.9784,11,0.5328950881958008,14,7.06955,0.09024545454545455,1.8628432162152972
171,0.9955,0.9833,12,0.5820372104644775,14,7.96125,0.08295833333333334,1.7103717461733603
172,0.9932,0.9813,12,0.5670924186706543,14,7.9221,0.08276666666666667,1.7513900156313194
173,0.9938,0.9749,10,0.47890162467956543,13,6.0767999999999995,0.09938,2.0751652297378502
174,0.9954,0.9736,11,0.5274925231933594,14,7.027299999999999,0.09049090909090908,1.8870409650055322
175,0.9997,0.9904,12,0.5761582851409912,14,8.00295,0.08330833333333333,1.7351134675697049
176,0.9952,0.9773,11,0.5313065052032471,13,7.116700000000001,0.09047272727272727,1.8731184170600248
177,0.9954,0.9801,11,0.5284788608551025,14,7.060500000000001,0.09049090909090908,1.8835190463236278
178,0.9956,0.9768,12,0.5734329223632812,14,7.9659,0.08296666666666667,1.7362100451031786
179,0.9956,0.9788,12,0.5970146656036377,14,8.046499999999998,0.08296666666666667,1.6676307256093204
18,0.9917,0.9679,11,0.564453125,13,7.014750000000001,0.09015454545454546,1.7569217993079584
180,0.9903,0.9701,11,0.5149104595184326,14,7.00645,0.09002727272727272,1.923247006724573
181,0.9929,0.9751,10,0.46875524520874023,13,6.08255,0.09929,2.1181629648919538
182,0.9901,0.9644,10,0.46785950660705566,13,6.0966499999999995,0.09901,2.1162335829836243
183,0.9937,0.9713,10,0.4703178405761719,13,6.119149999999999,0.09937,2.1128265063954386
184,0.9955,0.9806,11,0.5204644203186035,14,7.12655,0.09050000000000001,1.9127148007362393
185,0.9947,0.9754,12,0.5625038146972656,14,8.03855,0.08289166666666667,1.7683435632082574
186,0.9905,0.9725,11,0.5343723297119141,14,7.03045,0.09004545454545455,1.8535765138400586
